"lga","lga_ward","facilityName","facilityType","ownership","stateCode","lgaCode","facilityTypeCode","ownershipCode","facilityNoCode"
"IKORODU","Itunpate","AICAC Maternity Home","Primary","Private",24,12,1,2,"0020"
"IKORODU","Itunpate","Ajayi Medical Centre","Secondary","Private",24,12,2,2,"0021"
"IKORODU","Itunpate","Kunle Clinic","Primary","Private",24,12,1,2,"0022"
"IKORODU","Itunpate","Omotayo Convalescent Centre","Primary","Private",24,12,1,2,"0023"
"IKORODU","Aige Solomade","Akpo Medical Centre","Primary","Private",24,12,1,2,"0024"
"IKORODU","Aige Solomade","Fayosi Clinic","Primary","Private",24,12,1,2,"0025"
"IKORODU","Aige Solomade","Jobi Hospital","Secondary","Private",24,12,2,2,"0026"
"IKORODU","Aige Solomade","Newgate Hospital","Primary","Private",24,12,1,2,"0027"
"IKORODU","Aige Solomade","Qelim Maternity Home","Primary","Private",24,12,1,2,"0028"
"IKORODU","Aige Solomade","B & T Trust Medical Clinic","Primary","Private",24,12,1,2,"0029"
"IKORODU","Aige Solomade","Eloka Nursing Home","Primary","Private",24,12,1,2,"0030"
"IKORODU","Aige Solomade","Empire Medical Clinic","Primary","Private",24,12,1,2,"0031"
"IKORODU","Aige Solomade","Rolayo Clinic","Primary","Private",24,12,1,2,"0032"
"IKORODU","Aige Solomade","Saheed Memorial Hospital","Primary","Private",24,12,1,2,"0033"
"IKORODU","Owutu","Tobiloba Medical Centre","Primary","Private",24,12,1,2,"0034"
"IKORODU","Owutu","Aduragbemi Church Maternity Home","Primary","Private",24,12,1,2,"0035"
"IKORODU","Owutu","Bidems Victory Hospital","Primary","Private",24,12,1,2,"0036"
"IKORODU","Owutu","Bolakunmi Idowu Memorial Medical Centre","Primary","Private",24,12,1,2,"0037"
"IKORODU","Owutu","Holy Fill Medical Centre","Primary","Private",24,12,1,2,"0038"
"IKORODU","Owutu","Ikorodu Metropolitan Hospital & Maternity Centre","Primary","Private",24,12,1,2,"0039"
"IKORODU","Owutu","Hassadat Convalescent Home","Primary","Private",24,12,1,2,"0040"
"IKORODU","Owutu","Kaka Clinic","Primary","Private",24,12,1,2,"0041"
"IKORODU","Owutu","Owutu Clinic","Primary","Private",24,12,1,2,"0042"
"IKORODU","Owutu","OAK Hospital","Primary","Private",24,12,1,2,"0043"
"IKORODU","Isawo","Ajekigbe Hospital","Primary","Private",24,12,1,2,"0044"
"IKORODU","Isawo","Timilehin Nursing Home","Primary","Private",24,12,1,2,"0045"
"IKORODU","Isawo","Al-Sadiq Memorial Convalescent Home(Annex)","Primary","Private",24,12,1,2,"0046"
"IKORODU","Isawo","Ayoade Convalescent Home","Primary","Private",24,12,1,2,"0047"
"IKORODU","Isawo","Christ Foundation Convalescent Centre","Primary","Private",24,12,1,2,"0048"
"IKORODU","Isawo","D & B Hospital","Primary","Private",24,12,1,2,"0049"
"IKORODU","Isawo","Top Care Clinic","Primary","Private",24,12,1,2,"0050"
"IKORODU","Isawo","Div-Mercy Convalescent Home","Primary","Private",24,12,1,2,"0051"
"IKORODU","Isawo","EHI Clinic","Primary","Private",24,12,1,2,"0052"
"IKORODU","Isawo","Igbo Olomu PHC","Primary","Public",24,12,1,1,"0053"
"IKORODU","Isawo","Felicia Maternity Home","Primary","Private",24,12,1,2,"0054"
"IKORODU","Isawo","God's Foundation Clinic","Primary","Private",24,12,1,2,"0055"
"IKORODU","Solafun","Amodu Adesola Memorial Hospital","Primary","Private",24,12,1,2,"0056"
"IKORODU","Solafun","Ogunlana Clinic","Primary","Private",24,12,1,2,"0057"
"IKORODU","Solafun","Dele Clinic","Primary","Private",24,12,1,2,"0058"
"IKORODU","Solafun","Rapha Amazing Grace Clinic","Primary","Private",24,12,1,2,"0059"
"IKORODU","Olori Eyita","E.O CHC","Primary","Public",24,12,1,2,"0060"
"IKORODU","Olori Eyita","St Augustine","Secondary","Private",24,12,2,2,"0061"
"IKORODU","Olori Eyita","Calvary Nursing Home","Primary","Private",24,12,1,2,"0062"
"IKORODU","Olori Eyita","Ikorodu Hospital","Primary","Private",24,12,1,2,"0063"
"IKORODU","Olori Eyita","Ewusu Hospital Limited","Primary","Private",24,12,1,2,"0064"
"IKORODU","Olori Eyita","O Browne Clinic","Primary","Private",24,12,1,2,"0065"
"IKORODU","Olori Eyita","Empire Medical Centre","Primary","Private",24,12,1,2,"0066"
"IKORODU","Olori Eyita","Emmanuel children Centre","Primary","Private",24,12,1,2,"0067"
"IKORODU","Olori Eyita","Mary Immaculate Nursing Home","Primary","Private",24,12,1,2,"0068"
"IKORODU","Olori Eyita","Winners Convalescent Home","Primary","Private",24,12,1,2,"0069"
"IKORODU","city hall","Golden Crown Convalescent Centre","Primary","Private",24,12,1,2,"0070"
"IKORODU","city hall","BA Clinic","Primary","Private",24,12,1,2,"0071"
"IKORODU","city hall","Tomi Pacific Convalescent Home","Primary","Private",24,12,1,2,"0072"
"IKORODU","city hall","King's Court Hospital","Primary","Private",24,12,1,2,"0073"
"IKORODU","city hall","De-Immaculate Maternity Home","Primary","Private",24,12,1,2,"0074"
"IKORODU","city hall","Baikal Clinic","Primary","Private",24,12,1,2,"0075"
"IKORODU","city hall","Rock of Life Maternity","Primary","Private",24,12,1,2,"0076"
"IKORODU","Abosan","Skyebright Medical Clinic","Primary","Private",24,12,1,2,"0077"
"IKORODU","Aga Ijomu","Apena Medical Clinic","Primary","Private",24,12,1,2,"0078"
"IKORODU","Aga Ijomu","Esiri Specialist Hospital","Secondary","Private",24,12,2,2,"0079"
"IKORODU","Aga Ijomu","King O' David Clinic","Primary","Private",24,12,1,2,"0080"
"IKORODU","Aga Ijomu","Rapha Medical Centre","Primary","Private",24,12,1,2,"0081"
"IKORODU","Aga Ijomu","Big Ways Clinic","Primary","Private",24,12,1,2,"0082"
"IKORODU","Aga Ijomu","Ikorodu General Hospital","Secondary","Public",24,12,2,1,"0083"
"IKORODU","Odogunyan","Iyanu Ayo Convalescent Home","Primary","Private",24,12,1,2,"0084"
"IKORODU","Odogunyan","Blue Rose Hospital","Primary","Private",24,12,1,2,"0085"
"IKORODU","Odogunyan","Idera Hospital Group","Secondary","Private",24,12,2,1,"0086"
"IKORODU","Odogunyan","Dito Clinic","Primary","Private",24,12,1,2,"0087"
"IKORODU","Odogunyan","Jay - Kay Nursing And Convalescent Home","Primary","Private",24,12,1,2,"0088"
"IKORODU","Odogunyan","De-Alafia Tayo Convalescent Home","Primary","Private",24,12,1,2,"0089"
"IKORODU","Odogunyan","All Peace Nursing Home","Primary","Private",24,12,1,2,"0090"
"IKORODU","Odogunyan","Prince Of Peace Specialist Clinic","Primary","Private",24,12,1,2,"0091"
"IKORODU","Odogunyan","M Cred Hospital","Primary","Private",24,12,1,2,"0092"
"IKORODU","Odogunyan","Agbede PHC","Primary","Public",24,12,1,1,"0093"
"IKORODU","Odogunyan","Odo-Nla PHC","Primary","Public",24,12,1,1,"0094"
"IKORODU","Ajaguro","Ori Okuta HC","Primary","Public",24,12,1,1,"0095"
"IKORODU","Ajaguro","Ikorodu Metropolitan","Primary","Private",24,12,1,2,"0096"
"IKORODU","Ajaguro","Hill Top Convalescent Home","Primary","Private",24,12,1,2,"0097"
"IKORODU","Aiyegbami","Amodu Adesola Memorial Clinic","Secondary","Private",24,12,2,2,"0098"
"IKORODU","Aiyegbami","Ayobami Nursing Home","Primary","Private",24,12,1,2,"0099"
"IKORODU","Aiyegbami","Ijede Health Center","Secondary","Public",24,12,2,1,"0100"
"IKORODU","Aiyegbami","Divine Touch Nursing Home","Primary","Private",24,12,1,2,"0101"
"IKORODU","Aiyegbami","Aromedic Clinic and Mat","Primary","Private",24,12,1,2,"0102"
"IKORODU","Ibeshe","Royal Cottage Clinic","Primary","Private",24,12,1,2,"0103"
"IKORODU","Ibeshe","Life Gate Clinic","Primary","Private",24,12,1,2,"0104"
"IKORODU","Baiyeku","Oluremi Convalescent Clinic","Primary","Private",24,12,1,2,"0105"
"IKORODU","Baiyeku","Oreta HC","Primary","Public",24,12,1,1,"0106"
"IKORODU","Tonabun","Busola Nursing Home","Primary","Private",24,12,1,2,"0107"
"IKORODU","Agura","Agura PHC","Primary","Public",24,12,1,1,"0108"
"IKORODU","Elepe","God's Goodness Maternity","Primary","Private",24,12,1,2,"0109"
"IKORODU","Elepe","Ewu Elepe","Primary","Public",24,12,1,1,"0110"
"IKORODU","Elepe","De-Best Maternity Home","Primary","Private",24,12,1,2,"0111"
"IKORODU","Egbin","Oluwabusola Maternity Clinic","Primary","Private",24,12,1,2,"0112"
"IKORODU","Atere","Imota PHC","Primary","Public",24,12,1,1,"0113"
"IKORODU","Isiu","Isiu HC","Primary","Public",24,12,1,1,"0114"
"IKORODU","Olorunda","De-Immaculate Maternity  Home(Annex)","Primary","Private",24,12,1,2,"0115"
"IKORODU","Olorunda","Olorunda PHC","Primary","Public",24,12,1,1,"0116"
"IKORODU","Oke Oyinbo","Ijede PHC","Primary","Public",24,12,1,1,"0117"
"IKORODU","Isele","Awoyemi Group Clinic","Primary","Private",24,12,1,2,"0118"
"IKORODU","Isele","Ikorodu PHC","Primary","Public",24,12,1,1,"0119"
"IKORODU","Agbala Lasunwon","Hillpeak Clinic","Primary","Private",24,12,1,2,"0120"
"IKORODU","Agbala Lasunwon","Lasunwon PHC","Primary","Public",24,12,1,1,"0121"
"IKORODU","Agbala Lasunwon","Rodes Clinic","Primary","Private",24,12,1,2,"0122"
"IKORODU","Majidun","J & T Temitope Convalescent Home","Primary","Private",24,12,1,2,"0123"
"IKORODU","Majidun","Opeolu Clinic","Primary","Private",24,12,1,2,"0124"
"IKORODU","Majidun","Majidun PHC","Primary","Public",24,12,1,1,"0125"
"IKORODU","Oke eletu","Okeeletu PHC","Primary","Public",24,12,1,1,"0126"
"IKORODU","Igbokuta","Igbalu PHC/ Igbokuta","Primary","Public",24,12,1,1,"0127"
"IKORODU","Itunmaja","Oriokuta PHC","Primary","Public",24,12,1,1,"0128"
"KOSOFE","Odogun Ajegunle","Ajegunle PHC","Primary","Public",24,13,1,1,"0001"
"KOSOFE","Odogun Ajegunle","Neolife Clinic","Primary","Private",24,13,1,2,"0002"
"KOSOFE","Odogun Ajegunle","Donas Specialist Hospital","Secondary","Private",24,13,2,2,"0003"
"KOSOFE","Odogun Ajegunle","Barbinton Hospital","Primary","Private",24,13,1,2,"0004"
"KOSOFE","Agiliti Maidan","Maidan PHC","Primary","Public",24,13,1,1,"0005"
"KOSOFE","Agiliti Maidan","Be kind Hospital","Primary","Private",24,13,1,2,"0006"
"KOSOFE","Agiliti Maidan","Heal Al Specialist Hospital","Secondary","Private",24,13,2,2,"0007"
"KOSOFE","Agiliti Maidan","O King Clinic","Primary","Private",24,13,1,2,"0008"
"KOSOFE","Agiliti Maidan","Al-Hayyu Nursing Home","Primary","Private",24,13,1,2,"0009"
"KOSOFE","Agiliti Maidan","Rightcare Convalescent Health Centre","Primary","Private",24,13,1,2,"0010"
"KOSOFE","Agiliti Maidan","Helal Clinic","Primary","Private",24,13,1,2,"0011"
"KOSOFE","Agiliti Maidan","Tee Paul Convalescent Hospital","Primary","Private",24,13,1,2,"0012"
"KOSOFE","Agiliti Maidan","Sabak Convalescent Home","Primary","Private",24,13,1,2,"0013"
"KOSOFE","Agiliti Maidan","Todasem Convalescent Home","Primary","Private",24,13,1,2,"0014"
"KOSOFE","Agiliti Maidan","K-City Convalescent Home","Primary","Private",24,13,1,2,"0015"
"KOSOFE","Agiliti Maidan","Janfemmy Convalescent Nursing Home","Primary","Private",24,13,1,2,"0016"
"KOSOFE","Agiliti Maidan","Agboyi PHC","Primary","Public",24,13,1,1,"0017"
"KOSOFE","Agiliti Maidan","De-Lafia Convalescent Home","Primary","Private",24,13,1,2,"0018"
"KOSOFE","Agiliti Maidan","Al-Sadiq Memorial Convalescent Home","Primary","Private",24,13,1,2,"0019"
"KOSOFE","Agiliti Maidan","Ola Morakinyo Clinic","Primary","Private",24,13,1,2,"0020"
"KOSOFE","Ogudu","Ola-Ayoka Memorial Convalescent Home","Primary","Private",24,13,1,2,"0021"
"KOSOFE","Ogudu","Twinsville Medical Centre","Primary","Private",24,13,1,2,"0022"
"KOSOFE","Ogudu","Ogudu PHC","Primary","Public",24,13,1,1,"0023"
"KOSOFE","Ogudu","Med-In Specialist Hospital","Secondary","Private",24,13,2,2,"0024"
"KOSOFE","Ogudu","Nimbus Medical Centre Clinic","Primary","Private",24,13,1,2,"0025"
"KOSOFE","Ogudu","Yinka Ade Clinic","Primary","Private",24,13,1,2,"0026"
"KOSOFE","Ogudu","Inland Specialist Hospital","Secondary","Private",24,13,2,2,"0027"
"KOSOFE","Ogudu","Ambassador Medical Clinic","Primary","Private",24,13,1,2,"0028"
"KOSOFE","Ojota","Ameso Hospital","Primary","Private",24,13,1,2,"0029"
"KOSOFE","Ojota","Horeb Consult Hospital","Primary","Private",24,13,1,2,"0030"
"KOSOFE","Ojota","Apex Care Hospital","Primary","Private",24,13,1,2,"0031"
"KOSOFE","Ojota","The Merciful God Clinic","Primary","Private",24,13,1,2,"0032"
"KOSOFE","Ojota","Synergy Medicals Clinic","Primary","Private",24,13,1,2,"0033"
"KOSOFE","Ojota","Mublyn Maternity & Home","Primary","Private",24,13,1,2,"0034"
"KOSOFE","Ojota","Fine Day Hospital","Primary","Private",24,13,1,2,"0035"
"KOSOFE","Ojota","Neighbourhood Specialist Clinic","Primary","Private",24,13,1,2,"0036"
"KOSOFE","Ojota","Omokehinde Convalescent Home","Primary","Private",24,13,1,2,"0037"
"KOSOFE","Ojota","Oluwatoyin Maternity Home","Primary","Private",24,13,1,2,"0038"
"KOSOFE","Ojota","Clinton Hospital","Primary","Private",24,13,1,2,"0039"
"KOSOFE","Ojota","Jibola Hospital","Primary","Private",24,13,1,2,"0040"
"KOSOFE","Ojota","Dorcas Maternity Home","Primary","Private",24,13,1,2,"0041"
"KOSOFE","Ojota","St Anthony Clinic","Primary","Private",24,13,1,2,"0042"
"KOSOFE","Orile Ketu","Samakin Clinic & Maternity Centre","Primary","Private",24,13,1,2,"0043"
"KOSOFE","Orile Ketu","Toyeek Hospital","Primary","Private",24,13,1,2,"0044"
"KOSOFE","Orile Ketu","Dafe Medical Centre","Primary","Private",24,13,1,2,"0045"
"KOSOFE","Orile Ketu","First Cross Convalescent","Primary","Private",24,13,1,2,"0046"
"KOSOFE","Orile Ketu","Optimal Medical Centre","Primary","Private",24,13,1,2,"0047"
"KOSOFE","Orile Ketu","Tokayo Medical Centre","Primary","Private",24,13,1,2,"0048"
"KOSOFE","Orile Ketu","St Joseph Clinic","Primary","Private",24,13,1,2,"0049"
"KOSOFE","Orile Ketu","Accident & Emergency Centre, Lagos-Ibadan Expressway","Primary","Public",24,13,1,1,"0050"
"KOSOFE","Orile Ketu","Al - Afiat Comvalescent Home","Primary","Private",24,13,1,2,"0051"
"KOSOFE","Orile Ketu","Yomi Convalescent Home","Primary","Private",24,13,1,2,"0052"
"KOSOFE","city hall","Bolakunmi Idowu Memorial Medical Centre","Primary","Private",24,13,1,2,"0053"
"KOSOFE","city hall","Iyanu Clinic","Primary","Private",24,13,1,2,"0054"
"KOSOFE","city hall","Ketu PHC (Mascara)","Primary","Public",24,13,1,1,"0055"
"KOSOFE","city hall","Rally Hospital","Primary","Private",24,13,1,2,"0056"
"KOSOFE","city hall","Zion Hospital","Primary","Private",24,13,1,2,"0057"
"KOSOFE","city hall","Efakon Hospital","Primary","Private",24,13,1,2,"0058"
"KOSOFE","city hall","Dominion Hospital","Primary","Private",24,13,1,2,"0059"
"KOSOFE","city hall","Lade Hospital","Primary","Private",24,13,1,2,"0060"
"KOSOFE","Erunkun Orishigun","As-Sakinah Clinic","Primary","Private",24,13,1,2,"0061"
"KOSOFE","Erunkun Orishigun","Deji Clinic","Primary","Private",24,13,1,2,"0062"
"KOSOFE","Erunkun Orishigun","Trust (Amana) Medical Centre","Secondary","Private",24,13,2,2,"0063"
"KOSOFE","Erunkun Orishigun","Delta Crown Hospital","Primary","Private",24,13,1,2,"0064"
"KOSOFE","Erunkun Orishigun","Fine Day Hospital","Primary","Private",24,13,1,2,"0065"
"KOSOFE","Erunkun Orishigun","Kunland Hospital","Primary","Private",24,13,1,2,"0066"
"KOSOFE","Erunkun Orishigun","Folu clinic","Primary","Private",24,13,1,2,"0067"
"KOSOFE","Erunkun Orishigun","Dan's Medical Centre","Primary","Private",24,13,1,2,"0068"
"KOSOFE","Erunkun Orishigun","Bernice Clinic","Primary","Private",24,13,1,2,"0069"
"KOSOFE","Erunkun Orishigun","Molad Memorial Clinic","Primary","Private",24,13,1,2,"0070"
"KOSOFE","Erunkun Orishigun","World's Bible Hospital","Primary","Private",24,13,1,2,"0071"
"KOSOFE","Arowosegbe  Alapere","Theo Hospital","Primary","Private",24,13,1,2,"0072"
"KOSOFE","Arowosegbe  Alapere","Wuraola Clinic","Primary","Private",24,13,1,2,"0073"
"KOSOFE","Arowosegbe  Alapere","De-Morolayo Hospital","Primary","Private",24,13,1,2,"0074"
"KOSOFE","Arowosegbe  Alapere","Ayo Clinic","Primary","Private",24,13,1,2,"0075"
"KOSOFE","Arowosegbe  Alapere","Inland Specialist hospital","Primary","Private",24,13,1,2,"0076"
"KOSOFE","Arowosegbe  Alapere","Oyinlola Clinic","Primary","Private",24,13,1,2,"0077"
"KOSOFE","Arowosegbe  Alapere","Prolife Maternity","Primary","Private",24,13,1,2,"0078"
"KOSOFE","Arowosegbe  Alapere","Lammy Clinic","Primary","Private",24,13,1,2,"0079"
"KOSOFE","Arowosegbe  Alapere","Helohim Maternity Home","Primary","Private",24,13,1,2,"0080"
"KOSOFE","Arowosegbe  Alapere","Folu Clinic & Maternity Home","Primary","Private",24,13,1,2,"0081"
"KOSOFE","Arowosegbe  Alapere","Rojafia Convalescent Centre","Primary","Private",24,13,1,2,"0082"
"KOSOFE","Arowosegbe  Alapere","Esther Memorial Maternity Home","Primary","Private",24,13,1,2,"0083"
"KOSOFE","Arowosegbe  Alapere","Lam-Shalom Convalescent Home","Primary","Private",24,13,1,2,"0084"
"KOSOFE","Arowosegbe  Alapere","Leye Clinic","Primary","Private",24,13,1,2,"0085"
"KOSOFE","Arowosegbe  Alapere","Gold Cross Clinic","Primary","Private",24,13,1,2,"0086"
"KOSOFE","Arowosegbe  Alapere","Marosen Clinic","Primary","Private",24,13,1,2,"0087"
"KOSOFE","Arowosegbe  Alapere","Our Lady Maternity Home","Primary","Private",24,13,1,2,"0088"
"KOSOFE","Agidi Osogun","Love Spring Hospital","Primary","Private",24,13,1,2,"0089"
"KOSOFE","Agidi Osogun","St Micheal Medical Centre","Primary","Private",24,13,1,2,"0090"
"KOSOFE","Agidi Osogun","De-Peculiar Convalescent Home","Primary","Private",24,13,1,2,"0091"
"KOSOFE","Agidi Osogun","Oluwakoseunti Maternity Home","Secondary","Private",24,13,2,2,"0092"
"KOSOFE","Araromi Ifako","Master's Touch Maternity Home","Primary","Private",24,13,1,2,"0093"
"KOSOFE","Araromi Ifako","Gbagada General Hospital","Secondary","Public",24,13,2,1,"0094"
"KOSOFE","Araromi Ifako","Aniyun Hospital","Primary","Private",24,13,1,2,"0095"
"KOSOFE","Araromi Ifako","Roluwo Maternity Centre","Primary","Private",24,13,1,2,"0096"
"KOSOFE","Araromi Ifako","Chevron Hospital","Primary","Private",24,13,1,2,"0097"
"KOSOFE","Araromi Ifako","Adetola Specialist Clinic","Primary","Private",24,13,1,2,"0098"
"KOSOFE","Araromi Ifako","Ben-K Medical Centre","Primary","Private",24,13,1,2,"0099"
"KOSOFE","Shangisha Magodo","Sky High Medical Centre","Primary","Private",24,13,1,2,"0100"
"KOSOFE","Shangisha Magodo","McDonald Specialist Hospital","Primary","Private",24,13,1,2,"0101"
"KOSOFE","Shangisha Magodo","Qublan Klinic Centre","Primary","Private",24,13,1,2,"0102"
"KOSOFE","Shangisha Magodo","Jose - Maria Clinic","Secondary","Private",24,13,2,2,"0103"
"KOSOFE","Shangisha Magodo","Allied Medical Services Ltd","Primary","Private",24,11,1,2,"0104"
"KOSOFE","Shangisha Magodo","Citizen Medical Centre(Annex)","Primary","Private",24,11,1,2,"0105"
"KOSOFE","Shangisha Magodo","Magodo Specialist Hospital","Primary","Private",24,13,1,2,"0106"
"KOSOFE","Shangisha Magodo","Awolesi Hospital","Primary","Private",24,13,1,2,"0107"
"KOSOFE","Shangisha Magodo","Deolu Clinic","Secondary","Private",24,13,2,2,"0108"
"KOSOFE","Shangisha Magodo","Leye Convalescent Home","Primary","Private",24,13,1,2,"0109"
"KOSOFE","Shangisha Magodo","Boye Convalescent Clinic","Primary","Private",24,13,1,2,"0110"
"KOSOFE","Mende","Mende PHC","Primary","Public",24,13,1,1,"0111"
"KOSOFE","Mende","Bethphage Medical Clinic","Primary","Private",24,13,1,2,"0112"
"KOSOFE","Mende","I.F.P.F. Hospital","Primary","Private",24,13,1,2,"0113"
"KOSOFE","Mende","Otological Health Services","Primary","Private",24,13,1,2,"0114"
"KOSOFE","Anthony","Immanuel M Hospital","Primary","Private",24,13,1,2,"0115"
"KOSOFE","Anthony","Divine Specialist Clinic","Primary","Private",24,13,1,2,"0116"
"KOSOFE","Anthony","EHA Clinic","Primary","Private",24,13,1,2,"0117"
"KOSOFE","Anthony","Rola Specialist Clinic","Primary","Private",24,13,1,2,"0118"
"KOSOFE","Anthony","Toyibat Foundation Clinic","Primary","Private",24,13,1,2,"0119"
"KOSOFE","Olubori Mosafejo","King Solomon Hospital","Primary","Private",24,13,1,2,"0120"
"KOSOFE","Olubori Mosafejo","Life Foundation Medical Clinic","Primary","Private",24,13,1,2,"0121"
"KOSOFE","Olubori Mosafejo","Gbomojo Maternity Home","Primary","Private",24,13,1,2,"0122"
"KOSOFE","Orile Oworo","Gloria Hospital","Primary","Private",24,13,1,2,"0123"
"KOSOFE","Orile Oworo","Saint Daniel's Hospital","Primary","Private",24,13,1,2,"0124"
"KOSOFE","Orile Oworo","Itunu Convalescent Home","Primary","Private",24,13,1,2,"0125"
"KOSOFE","Orile Oworo","Jil Conqueror's Maternity Home","Primary","Private",24,13,1,2,"0126"
"KOSOFE","Orile Oworo","Oworo PHC","Primary","Public",24,13,1,1,"0127"
"KOSOFE","Orile Oworo","St Patricks Medical Centre","Primary","Private",24,13,1,2,"0128"
"KOSOFE","Orile Oworo","God's Covenant Clinic","Primary","Private",24,13,1,2,"0129"
"KOSOFE","Orile Oworo","V King Grace Maternity Home","Primary","Private",24,13,1,2,"0130"
"KOSOFE","Orile Oworo","Molayo Maternity Home","Primary","Private",24,13,1,2,"0131"
"KOSOFE","Orile Oworo","Abiye Clinic, Hospital & Maternity Ltd","Primary","Private",24,13,1,2,"0132"
"KOSOFE","Orile Ikosi","Eniola Clinic","Primary","Private",24,13,1,2,"0133"
"KOSOFE","Orile Ikosi","Godled Maternity Home","Primary","Private",24,13,1,2,"0134"
"KOSOFE","Orile Ikosi","Luli mat. Home","Primary","private",24,13,1,2,"0135"
"KOSOFE","Orile Ikosi","J-Goal Clinic","Primary","Private",24,13,1,2,"0136"
"KOSOFE","Orile Ikosi","Pama Specialist Clinic","Primary","Private",24,13,1,2,"0137"
"KOSOFE","Orile Ikosi","Princematt Clinic","Primary","Private",24,13,1,2,"0138"
"KOSOFE","Orile Ikosi","Elegbeleye Specialist Hospital","Primary","Private",24,13,1,2,"0139"
"KOSOFE","Orile Ikosi","Eboa Medical center","Primary","Private",24,13,1,2,"0140"
"KOSOFE","Orile Ikosi","John Stephens Medical Centre","Primary","Private",24,13,1,2,"0141"
"KOSOFE","Orile Ikosi","Yombo Hospital & Maternity Home","Primary","Private",24,13,1,2,"0142"
"KOSOFE","Orile Ikosi","De-Shiloh Convalescent Home","Primary","Private",24,13,1,2,"0143"
"KOSOFE","Ikosi oke","Ikosi Oke PHC","Primary","Public",24,13,1,1,"0144"
"KOSOFE","Ikosi oke","Fulbert clinic","Primary","Private",24,13,1,2,"0145"
"KOSOFE","Isheri Olowora","Isheri PHC","Primary","Public",24,13,1,1,"0146"
"KOSOFE","Isheri Olowora","Sadia Medical Clinic","Primary","Private",24,13,1,2,"0147"
"KOSOFE","Isheri Olowora","Samuel Abudu Memorial Clinic","Primary","Private",24,13,1,2,"0148"
"KOSOFE","Isheri Olowora","Gifted handa Medical Centre","Primary","Private",24,13,1,2,"0149"
"KOSOFE","Isheri Olowora","Isheri Olowora Mutual Clinic","Primary","Private",24,13,1,2,"0150"
"KOSOFE","Isheri Olowora","Jocon Davids Clinic","Primary","Private",24,13,1,2,"0151"
"KOSOFE","Isheri Olowora","Omolewa Med Centre","Primary","Private",24,13,1,2,"0152"
"KOSOFE","Oke Olowogbowo","Victoria Clinic","Primary","Private",24,13,1,2,"0153"
"LAGOS ISLAND","Oke Olowogbowo","Fuja Medical Centre","Secondary","Private",24,14,2,2,"0001"
"LAGOS ISLAND","Oke Olowogbowo","Dejoke Maternity Centre","Primary","Private",24,14,1,2,"0002"
"LAGOS ISLAND","Oke Olowogbowo","Olowogbowo PHC","Primary","Public",24,14,1,1,"0003"
"LAGOS ISLAND","Oke Olowogbowo","A A Fatayi Williams Clinic","Primary","Private",24,14,1,2,"0004"
"LAGOS ISLAND","Oke Olowogbowo","Mosed Clinic","Primary","Private",24,14,1,2,"0005"
"LAGOS ISLAND","Oke Olowogbowo","Tajudeen Mobolaji Salau Clinic","Primary","Private",24,14,1,2,"0006"
"LAGOS ISLAND","Oke Olowogbowo","Vintage Eye Clinic","Primary","Private",24,14,1,2,"0007"
"LAGOS ISLAND","Oke Olowogbowo","Ashiata-Abake Memorial Hospital","Primary","Private",24,14,1,2,"0008"
"LAGOS ISLAND","Oke Olowogbowo","St Paul's Church Bread Fruit Clinic","Primary","Private",24,14,1,2,"0009"
"LAGOS ISLAND","Isale Eko","Dero Medical Clinic","Primary","Private",24,14,1,2,"0010"
"LAGOS ISLAND","Isale Eko","Labib Medical Centre","Primary","Private",24,14,1,2,"0011"
"LAGOS ISLAND","Isale Eko","Fame Nursing Home","Primary","Private",24,14,1,2,"0012"
"LAGOS ISLAND","Isale Eko","Onola HP","Primary","Public",24,14,1,1,"0013"
"LAGOS ISLAND","Isale Eko","Oke Arin HP","Primary","Public",24,14,1,1,"0014"
"LAGOS ISLAND","Isale Eko","Dammy Nursing Home","Primary","Private",24,14,1,2,"0015"
"LAGOS ISLAND","Isale Eko","OBA Clinic & Maternity Home","Secondary","Private",24,14,2,2,"0016"
"LAGOS ISLAND","Isale Eko","Adeniji Adele PHC","Primary","Public",24,14,1,1,"0017"
"LAGOS ISLAND","Isale Eko","Ajike Sanda Mem Medical Centre","Primary","Private",24,14,1,2,"0018"
"LAGOS ISLAND","Isale Eko","Runsewe Specialist","Primary","Private",24,14,1,2,"0019"
"LAGOS ISLAND","Isale Eko","Al-Ameen Nursing Home","Primary","Private",24,14,1,2,"0020"
"LAGOS ISLAND","City hall","City Hall PHC","Primary","Public",24,14,1,1,"0021"
"LAGOS ISLAND","City hall","Patela Clinic","Primary","private",24,14,1,2,"0022"
"LAGOS ISLAND","City hall","Lagos Island Mat. Hospital","Secondary","Public",24,14,2,1,"0023"
"LAGOS ISLAND","City hall","St Nicholas Hospital","Tertiary","Private",24,14,3,2,"0024"
"LAGOS ISLAND","City hall","Holy Cross Cathedral Clinic","Primary","Private",24,14,1,2,"0025"
"LAGOS ISLAND","City hall","Michaelmas ENT Specialist Clinic","Primary","Private",24,14,1,2,"0026"
"LAGOS ISLAND","City hall","Tenie Dental Clinic","Primary","Private",24,14,1,2,"0027"
"LAGOS ISLAND","City hall","Hallmark Clinic","Primary","Private",24,14,1,2,"0028"
"LAGOS ISLAND","City hall","City Angels Medicare Clinic","Primary","Private",24,14,1,2,"0029"
"LAGOS ISLAND","City hall","R & A Dental Clinic","Primary","Private",24,14,1,2,"0030"
